index,seed,homeTeam,homeYear,homeFormation,homeStyle,awayTeam,awayYear,awayFormation,awayStyle,completed,steps,minute,homeGoals,awayGoals,auditStatus,goals,shots,onTarget,xg,passes,passOk,corners,fouls,yellow,red,tackles,tackleAttempts,interceptions,dribblesAttempted,dribblesCompleted,crosses,crossesOk,throughBalls,throughOk,offsides,saves,setPieceShots,setPieceGoals,openPlayGoals,penaltyGoals,directFreeKickGoals,crossedFreeKickGoals,cornerGoals,r12StatIdentityErrors,r12LegacyParityErrors,r12TransactionErrors,r12MaxFinalStep,r10MaxStationary,r10MaxOwnedStationary,p04OwnerWithoutContact,p04BoundaryClamps,invalid,outPlayer,outBall,maxBallStep,maxActiveStationary,canonicalOpenPlayGoals,canonicalPenaltyGoals,canonicalDirectFreeKickGoals,canonicalCrossedFreeKickGoals,canonicalCornerGoals
253,2873507,Bélgica,2026,4-3-3,tiki,Tunísia,2006,4-1-2-1-2,counter,True,11728,90.11999999999186,1,0,CONSISTENT,1,18,4,2.608830066793641,205,174,11,2,0,0,11,16,12,7,1,20,6,30,23,0,3,3,0,0,0,0,0,0,0,0,0,0.3886860000000031,0.3,0.3333333333333333,0,1,0,0,0,53.433494197201064,0.13333333333333333,1,0,0,0,0
254,2881426,Paraguai,2006,5-4-1,wings,Inglaterra,2022,4-2-4,balanced,True,11942,90.21599999999181,0,0,CONSISTENT,0,11,2,1.1294315798657122,194,155,9,13,3,0,15,41,8,22,10,12,4,12,9,2,2,5,0,0,0,0,0,0,0,0,0,0.3895513333333323,0.3,0.6,0,7,0,0,0,62.58111749301886,0.13333333333333333,0,0,0,0,0
255,2889345,Suécia,1970,4-3-1-2,wings,Uruguai,2014,3-4-3,counter,True,11952,90.2319999999918,0,1,CONSISTENT,1,20,2,2.275923710483963,195,160,11,9,2,0,16,29,12,7,3,25,11,17,13,0,1,3,0,0,0,0,0,0,0,0,0,0.4122466666666704,0.3,0.6333333333333333,0,6,0,0,0,53.47025908786523,0.13333333333333333,1,0,0,0,0
256,2897264,Inglaterra,2022,3-5-2,park,Brasil,2022,3-1-4-2,direct,True,11789,90.01599999999192,0,1,CONSISTENT,1,19,4,2.0174353819343005,208,184,4,9,3,0,10,27,11,12,5,7,4,13,8,0,3,0,0,0,0,0,0,0,0,0,0,0.3853195791779199,0.3,0.6666666666666666,0,5,0,0,7,53.441010283907886,0.13333333333333333,1,0,0,0,0
257,2905183,Suécia,1974,3-4-2-1,park,Holanda,2010,4-3-3,counter,True,12019,90.37599999999172,1,3,CONSISTENT,4,24,6,2.793151830610562,191,167,9,8,2,0,8,29,2,17,8,18,9,20,18,0,2,5,1,0,0,0,0,0,0,0,0,0.42934169583824466,0.3,0.6666666666666666,0,6,0,0,0,53.482283944126735,0.13333333333333333,3,0,0,0,1
258,2913102,Tchecoslováquia,1962,3-4-2-1,park,Suécia,2006,5-4-1,park,True,12239,90.14399999999185,1,0,CONSISTENT,1,16,3,1.6591188138184223,180,154,6,30,4,1,29,86,5,40,20,8,0,10,7,0,2,2,0,0,0,0,0,0,0,0,0,0.3833760000000019,0.3,0.6666666666666666,0,23,0,0,0,53.43283871938681,0.13333333333333333,1,0,0,0,0
259,2921021,Suécia,1978,3-5-2,direct,Brasil,2002,4-5-1,press,True,12001,90.13599999999185,1,2,CONSISTENT,3,24,7,3.291924669997184,195,166,8,8,0,0,7,22,15,8,4,18,8,22,19,0,4,5,0,0,0,0,0,0,0,0,0,0.4531926666666656,0.3,0.6,0,5,0,0,0,53.43444713887353,0.13333333333333333,3,0,0,0,0
260,2928940,Inglaterra,2022,4-1-4-1,tiki,Irã,2018,3-4-2-1,balanced,True,11780,90.03199999999191,2,1,CONSISTENT,3,17,6,2.6797023407963527,194,172,9,3,1,0,3,11,4,5,4,18,11,3,3,0,3,5,0,0,0,0,0,0,0,0,0,0.3553706666666668,0.3,0.3333333333333333,0,3,0,0,0,53.483536977897344,0.13333333333333333,3,0,0,0,0
261,2936859,Suécia,1994,4-2-2-2,wings,Polônia,1982,4-2-3-1,wings,True,11836,90.12799999999186,0,1,CONSISTENT,1,16,3,2.0118074888238464,188,161,2,13,4,1,12,41,4,14,8,11,5,22,19,0,2,2,0,0,0,0,0,0,0,0,0,0.43303956417089684,0.3,0.6333333333333333,0,6,0,0,0,53.401668610965295,0.13333333333333333,1,0,0,0,0
262,2944778,Brasil,1998,4-3-2-1,counter,Austrália,2022,5-3-2,press,True,12086,90.14399999999185,0,0,CONSISTENT,0,25,7,2.0103404913641603,190,157,7,16,2,0,7,41,17,16,12,16,4,23,18,0,7,1,0,0,0,0,0,0,0,0,0,0.41744786596434996,0.3,0.6,0,12,0,0,7,38.461505875139125,0.13333333333333333,0,0,0,0,0
263,2952697,Marrocos,1986,5-4-1,counter,União Soviética,1962,5-4-1,tiki,True,12048,90.06399999999189,1,1,CONSISTENT,2,21,4,2.7678132986639037,165,145,12,15,1,0,28,85,2,49,31,13,2,13,8,0,2,1,0,0,0,0,0,0,0,0,0,0.3792066666666686,0.3133333333333333,0.6666666666666666,0,9,0,0,0,53.448616506898055,0.19999999999999998,2,0,0,0,0
264,2960616,Áustria,1954,5-3-2,direct,Itália,1998,4-1-2-1-2,wings,True,12193,90.10399999999187,0,1,CONSISTENT,1,27,4,2.937550123955644,187,167,11,18,3,0,17,47,6,15,7,24,10,20,16,0,3,6,0,0,0,0,0,0,0,0,0,0.44312333333333326,0.3,0.6666666666666666,0,26,0,0,0,53.435371675428186,0.13333333333333333,0,0,0,0,1
265,2968535,Itália,2006,4-2-2-2,press,Tchecoslováquia,1958,4-3-3,balanced,True,11966,90.21599999999181,3,1,CONSISTENT,4,17,5,3.4259844272670907,194,156,9,8,0,0,15,37,15,11,5,27,9,26,18,1,1,3,0,0,0,0,0,0,0,0,0,0.37763333333333254,0.3,0.6666666666666666,0,5,0,0,7,53.440628734212474,0.13333333333333333,2,0,0,0,2
266,2976454,Argélia,2026,4-3-2-1,tiki,Argentina,2010,3-5-2,direct,True,11947,90.2399999999918,1,2,CONSISTENT,3,15,5,2.0323451025788097,197,164,4,11,2,0,10,40,6,19,12,14,7,7,5,2,2,1,0,0,0,0,0,0,0,0,0,0.3903508269524775,0.3,0.6666666666666666,0,8,0,0,0,53.48355879566637,0.13333333333333333,3,0,0,0,0
267,2984373,México,2026,5-3-2,wings,Suécia,1978,4-1-4-1,park,True,11704,90.00799999999192,1,1,CONSISTENT,2,13,3,1.4693603731616796,198,155,8,2,0,0,8,19,10,11,8,17,3,7,5,0,1,2,0,0,0,0,0,0,0,0,0,0.38424133333333316,0.3133333333333333,0.5666666666666667,0,2,0,0,0,53.40214361079223,0.19999999999999998,2,0,0,0,0
268,2992292,Austrália,2026,5-2-3,park,Marrocos,1970,4-1-4-1,press,True,12202,90.00799999999192,1,1,CONSISTENT,2,18,7,2.555929268081893,175,138,16,17,1,0,15,38,5,11,3,24,5,18,11,0,5,4,1,0,0,0,0,0,0,0,0,0.35651133333333235,0.3,0.6,0,11,0,0,0,60.159937863547995,0.13333333333333333,1,0,0,0,1
269,3000211,Paraguai,1950,4-3-3,direct,Colômbia,1994,5-2-3,balanced,True,11796,90.09599999999188,1,4,CONSISTENT,5,18,8,3.057110710684196,190,155,7,5,0,0,6,17,10,3,2,28,12,19,13,1,3,3,1,0,0,0,0,0,0,0,0,0.3853820000000016,0.3,0.3333333333333333,0,4,0,0,0,53.438914118988855,0.13333333333333333,3,0,1,0,1
270,3008130,Brasil,1990,4-1-2-1-2,tiki,Itália,1950,4-1-2-1-2,direct,True,11787,90.35199999999173,2,0,CONSISTENT,2,15,4,1.842947241002805,183,155,9,6,0,0,17,30,6,9,6,20,8,10,6,0,2,3,0,0,0,0,0,0,0,0,0,0.3838086666666665,0.3,0.6666666666666666,0,3,0,0,0,53.40804565309925,0.13333333333333333,2,0,0,0,0
271,3016049,União Soviética,1982,3-4-2-1,balanced,Nigéria,2002,4-3-3,balanced,True,11866,90.25599999999179,2,2,CONSISTENT,4,18,8,2.6157841893191414,197,169,7,6,1,0,10,27,8,12,6,22,12,15,9,1,4,4,0,0,0,0,0,0,0,0,0,0.4211531455627111,0.3,0.6666666666666666,0,1,0,0,0,53.477151100003105,0.13333333333333333,3,0,0,0,1
272,3023968,Inglaterra,1970,5-3-2,direct,Tunísia,2018,3-5-2,press,True,11948,90.01599999999192,0,0,CONSISTENT,0,14,2,1.552982813347036,187,147,12,7,0,0,13,26,14,8,3,22,7,23,15,2,2,5,0,0,0,0,0,0,0,0,0,0.3972999999999993,0.3,0.4666666666666666,0,6,0,0,0,55.38921486075414,0.13333333333333333,0,0,0,0,0
273,3031887,Arábia Saudita,2022,3-5-2,balanced,Alemanha,1994,4-2-3-1,balanced,True,12146,90.07199999999189,1,4,CONSISTENT,5,16,5,1.9689665556276166,175,153,12,13,4,1,15,36,4,13,5,26,11,11,8,0,0,6,3,0,0,0,0,0,0,0,0,0.4356499999999989,0.3,0.6666666666666666,0,8,0,0,0,53.42659701045806,0.13333333333333333,1,0,0,0,4
274,3039806,Croácia,2006,3-4-3,park,Paraguai,2010,4-2-3-1,counter,True,11925,90.02399999999191,1,2,CONSISTENT,3,18,8,1.687888120627695,190,165,9,6,1,0,7,33,11,19,15,20,7,23,18,1,5,3,0,0,0,0,0,0,0,0,0,0.3718906666666666,0.3,0.5666666666666667,0,5,0,0,0,53.45454757506145,0.13333333333333333,2,0,0,0,1
275,3047725,União Soviética,1986,4-1-2-1-2,tiki,Uruguai,1990,5-3-2,wings,True,11778,90.28799999999177,2,1,CONSISTENT,3,14,4,1.003929084173735,198,167,2,10,2,0,13,38,11,16,11,8,2,16,12,0,1,1,0,0,0,0,0,0,0,0,0,0.41473110541863273,0.3133333333333333,0.6666666666666666,0,5,0,0,0,53.43712296165245,0.19999999999999998,2,0,0,0,1
276,3055644,Inglaterra,1982,4-3-2-1,direct,Costa Rica,2002,4-2-2-2,wings,True,12247,90.16799999999184,3,1,CONSISTENT,4,26,10,3.0708897515473463,173,146,10,20,4,0,18,61,9,28,11,20,5,23,17,0,6,3,0,0,0,0,0,0,0,0,0,0.35938266666666635,0.3,0.6666666666666666,0,10,0,0,0,53.46778524376387,0.13333333333333333,2,0,0,0,2
277,3063563,Camarões,1990,4-2-2-2,park,Holanda,1974,3-5-2,direct,True,11895,90.26399999999178,2,0,CONSISTENT,2,14,4,1.4755479787511117,207,181,3,10,4,0,8,40,9,22,16,14,3,23,19,1,2,0,0,0,0,0,0,0,0,0,0,0.41830400000000056,0.3,0.6,0,6,0,0,7,53.451127915159056,0.13333333333333333,2,0,0,0,0
278,3071482,Peru,1978,5-2-3,park,Dinamarca,2002,4-2-4,balanced,True,12369,90.34399999999174,5,1,CONSISTENT,6,26,12,4.411640862300658,169,135,14,10,2,0,11,30,18,8,8,33,12,30,21,0,6,4,0,0,0,0,0,0,0,0,0,0.3921473333333376,0.3,0.6333333333333333,0,5,0,0,7,53.468675353420984,0.13333333333333333,3,0,0,0,3
279,3079401,Bulgária,1966,4-4-2,press,Austrália,2006,4-5-1,press,True,11681,90.00799999999192,1,1,CONSISTENT,2,12,3,1.5801716823647713,186,164,4,6,0,0,14,24,5,6,1,16,6,10,10,0,1,2,1,0,0,0,0,0,0,0,0,0.373013191256588,0.3,0.6666666666666666,0,2,0,0,0,53.42155826295116,0.13333333333333333,1,0,1,0,0
280,3087320,Japão,2026,5-3-2,press,EUA,1990,4-3-1-2,park,True,11936,90.24799999999179,1,1,CONSISTENT,2,16,4,1.7088653193706507,199,171,8,11,1,0,19,50,11,27,8,16,5,9,5,0,2,2,0,0,0,0,0,0,0,0,0,0.3772006666666666,0.3,0.6666666666666666,0,7,0,0,7,65.0817501289175,0.13333333333333333,1,0,0,0,1
281,3095239,Argentina,2002,4-1-4-1,balanced,Itália,1998,4-3-1-2,wings,True,11849,90.00799999999192,0,0,CONSISTENT,0,15,5,1.336720500597915,200,167,7,10,0,0,11,32,11,6,3,16,4,17,14,0,5,1,0,0,0,0,0,0,0,0,0,0.4151179999999972,0.3133333333333333,0.6666666666666666,0,5,0,0,0,49.019776237770984,0.19999999999999998,0,0,0,0,0
282,3103158,Japão,2018,4-1-4-1,park,França,2010,4-1-4-1,balanced,True,11808,90.03199999999191,0,0,CONSISTENT,0,11,3,1.1409747170153883,191,155,6,12,2,0,16,46,13,20,11,14,3,14,10,0,3,2,0,0,0,0,0,0,0,0,0,0.42882133333333183,0.3133333333333333,0.6,0,5,0,0,0,43.88040727851387,0.19999999999999998,0,0,0,0,0
283,3111077,Argentina,1994,5-2-3,press,Bélgica,1998,4-3-3,press,True,12022,90.0479999999919,3,0,CONSISTENT,3,14,6,1.8488471590305444,168,142,11,10,2,0,13,36,8,14,7,27,8,28,21,2,3,3,1,0,0,0,0,0,0,0,0,0.39372066666667044,0.3,0.7,0,6,0,0,0,53.4522968160204,0.13333333333333333,1,0,0,0,2
284,3118996,Peru,1978,4-3-2-1,direct,Paraguai,2006,4-4-2,wings,True,12271,90.2319999999918,2,3,CONSISTENT,5,17,10,2.0017803001317693,195,175,7,19,0,0,12,50,5,27,12,19,5,24,16,0,5,0,0,0,0,0,0,0,0,0,0,0.376768000000005,0.3,0.6666666666666666,0,16,0,0,0,53.45981042947627,0.13333333333333333,5,0,0,0,0
285,3126915,Brasil,2026,3-1-4-2,park,Uruguai,1990,4-5-1,wings,True,11675,90.01599999999192,1,1,CONSISTENT,2,11,7,1.1032156014089645,200,169,6,2,0,0,14,23,14,9,5,16,3,12,9,0,5,0,0,0,0,0,0,0,0,0,0,0.35938266666666685,0.3,0.6333333333333333,0,1,0,0,0,53.44381783417162,0.13333333333333333,1,0,0,0,1
286,3134834,Peru,2022,4-5-1,wings,Brasil,2022,3-1-4-2,balanced,True,12136,90.0399999999919,1,0,CONSISTENT,1,20,3,1.9687448234985867,193,169,14,15,3,0,16,40,7,17,5,27,10,14,11,0,2,5,0,0,0,0,0,0,0,0,0,0.4569293333333368,0.3,0.6333333333333333,0,9,0,0,0,53.4286593687506,0.13333333333333333,1,0,0,0,0
287,3142753,Bulgária,1974,4-3-1-2,counter,Alemanha,2018,5-2-3,press,True,12267,90.00799999999192,1,3,CONSISTENT,4,20,9,2.1282038220039645,189,157,11,18,3,0,14,49,8,23,8,23,5,24,15,0,5,3,0,0,0,0,0,0,0,0,0,0.3664233333333334,0.3,0.6666666666666666,0,10,0,0,0,53.464084420977514,0.13333333333333333,3,0,0,0,1
288,3150672,Dinamarca,1986,3-1-4-2,direct,Bélgica,1982,3-4-3,wings,True,11859,90.34399999999174,1,0,CONSISTENT,1,15,4,2.2434358014517777,192,152,7,8,1,0,12,31,11,13,7,15,6,22,15,2,3,2,0,0,0,0,0,0,0,0,0,0.38634751881268975,0.3,0.6,0,6,0,0,7,53.404483795458844,0.13333333333333333,1,0,0,0,0
289,3158591,Coreia do Sul,1990,5-3-2,park,Nigéria,2010,4-3-1-2,direct,True,12294,90.24799999999179,2,2,CONSISTENT,4,21,9,3.2788798793940135,195,165,13,19,3,0,16,49,12,16,6,25,7,16,15,0,5,4,1,0,0,0,0,0,0,0,0,0.36033658777886346,0.3,0.6,0,9,0,0,0,53.417985830524934,0.13333333333333333,3,1,0,0,0
290,3166510,Tchecoslováquia,1990,4-4-2,wings,Iugoslávia,1958,4-2-2-2,counter,True,11912,90.16799999999184,0,0,CONSISTENT,0,12,0,0.9385135165592117,208,174,1,16,4,0,7,42,9,23,12,9,1,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0.38825333333333717,0.3133333333333333,0.6666666666666666,0,10,0,0,0,42.805742373725394,0.19999999999999998,0,0,0,0,0
291,3174429,Coreia do Sul,1986,3-4-2-1,park,Colômbia,2014,4-2-3-1,tiki,True,12147,90.0559999999919,2,4,CONSISTENT,6,29,9,4.3678291087403505,175,150,20,3,1,0,12,28,9,16,6,30,11,19,17,0,3,7,1,0,0,0,0,0,0,0,0,0.37963933333333577,0.3133333333333333,0.36666666666666664,0,2,0,0,0,53.43942232647707,0.19999999999999998,2,0,0,0,4
292,3182348,Bulgária,1994,4-1-4-1,counter,Japão,2010,4-3-2-1,park,True,11725,90.15999999999184,0,0,CONSISTENT,0,21,5,1.6747895679866918,196,175,5,6,0,0,20,49,6,29,21,6,0,12,8,0,5,0,0,0,0,0,0,0,0,0,0,0.3799574158311343,0.3,0.6666666666666666,0,4,0,0,0,40.89367290833866,0.13333333333333333,0,0,0,0,0
293,3190267,Paraguai,1998,4-5-1,tiki,Dinamarca,2022,3-5-2,balanced,True,11941,90.20799999999181,1,1,CONSISTENT,2,17,3,2.17832421481141,187,160,6,9,3,1,13,30,7,14,4,23,10,18,14,0,1,3,0,0,0,0,0,0,0,0,0,0.35981533333333604,0.3,0.6666666666666666,0,4,0,0,0,53.451517872889575,0.13333333333333333,1,0,0,0,1
294,3198186,Bulgária,1994,4-3-2-1,press,Argélia,2010,4-3-3,balanced,True,11854,90.00799999999192,4,0,CONSISTENT,4,20,8,2.8830737449531405,197,166,5,9,2,0,11,40,10,19,17,13,7,21,17,0,4,3,0,0,0,0,0,0,0,0,0,0.42188333333333716,0.3,0.6666666666666666,0,3,0,0,0,53.42411004338739,0.13333333333333333,3,0,0,0,1
295,3206105,Portugal,2014,3-5-2,press,Uruguai,2022,3-4-2-1,park,True,11740,90.07999999999188,1,0,CONSISTENT,1,14,3,1.007679353617174,202,164,5,11,5,0,7,29,16,9,7,12,2,12,8,0,2,5,0,0,0,0,0,0,0,0,0,0.3835136526221718,0.3,0.6,0,4,0,0,0,53.40088666072427,0.13333333333333333,1,0,0,0,0
296,3214024,Argentina,2018,3-1-4-2,park,Rússia,2018,4-5-1,wings,True,11821,90.2399999999918,2,1,CONSISTENT,3,12,6,1.6079595660970374,200,173,7,7,2,0,12,34,9,18,9,19,6,9,8,0,3,3,1,0,0,0,0,0,0,0,0,0.3569439999999963,0.3,0.3333333333333333,0,4,0,0,0,53.42170674180936,0.13333333333333333,2,0,0,0,1
297,3221943,Japão,2006,3-5-2,tiki,França,1986,3-4-2-1,balanced,True,11686,90.06399999999189,0,0,CONSISTENT,0,14,5,1.4387179257105664,199,173,5,5,1,0,13,29,5,11,7,11,6,7,4,0,5,3,0,0,0,0,0,0,0,0,0,0.3848313333333368,0.3,0.6666666666666666,0,2,0,0,0,43.493481504519416,0.13333333333333333,0,0,0,0,0
298,3229862,Argentina,2026,5-4-1,press,Bélgica,1982,4-5-1,wings,True,11770,90.01599999999192,1,1,CONSISTENT,2,10,3,1.595380658457745,194,168,2,9,1,0,5,25,2,14,9,9,0,14,11,1,1,1,0,0,0,0,0,0,0,0,0,0.4256200000000009,0.3,0.7,0,4,0,0,0,53.418305401964524,0.13333333333333333,1,0,0,0,1
299,3237781,Portugal,2018,3-5-2,tiki,Paraguai,1986,5-4-1,press,True,11808,90.37599999999172,2,1,CONSISTENT,3,17,4,2.8298062793714367,187,160,6,5,3,0,10,23,4,10,6,13,4,11,9,0,1,1,0,0,0,0,0,0,0,0,0,0.3545053333333341,0.3,0.6666666666666666,0,3,0,0,0,53.42938743439965,0.13333333333333333,1,0,0,0,2
300,3245700,Bulgária,1998,5-2-3,tiki,Tunísia,2022,5-4-1,park,True,11883,90.21599999999181,1,3,CONSISTENT,4,18,7,2.2357726088456875,191,168,7,7,2,0,6,16,6,10,2,12,6,14,11,0,3,4,0,0,0,0,0,0,0,0,0,0.3659906666666701,0.3,0.6666666666666666,0,3,0,0,14,53.41531279274395,0.13333333333333333,3,0,0,0,1
301,3253619,Paraguai,2022,4-2-4,press,Camarões,1990,4-2-3-1,balanced,True,11784,90.37599999999172,1,1,CONSISTENT,2,9,4,1.4267441561961507,189,165,4,8,2,0,8,23,7,10,4,12,4,12,9,0,2,4,0,0,0,0,0,0,0,0,0,0.3948613333333358,0.3,0.6666666666666666,0,2,0,0,0,53.431553175464586,0.13333333333333333,2,0,0,0,0
302,3261538,Camarões,1994,4-2-3-1,counter,Alemanha,1966,3-5-2,balanced,True,11812,90.0479999999919,1,1,CONSISTENT,2,17,7,1.731388261291383,205,178,4,8,2,0,13,35,3,16,7,11,6,20,15,2,5,1,0,0,0,0,0,0,0,0,0,0.397905735718319,0.3,0.6,0,4,0,0,0,53.45528347041914,0.13333333333333333,2,0,0,0,0
303,3269457,Romênia,1934,4-1-4-1,counter,Marrocos,2018,3-4-3,park,True,12181,90.03199999999191,1,1,CONSISTENT,2,21,6,2.4578125983228745,183,144,13,14,1,0,11,39,16,16,8,30,12,28,19,1,4,7,0,0,0,0,0,0,0,0,0,0.38711266666666316,0.3,0.6333333333333333,0,7,0,0,0,53.458462660335584,0.16666666666666666,2,0,0,0,0
304,3277376,Inglaterra,1962,3-4-3,tiki,Espanha,1950,4-3-1-2,direct,True,12065,90.21599999999181,1,3,CONSISTENT,4,19,7,3.7917547284279265,183,158,10,11,1,0,25,50,8,25,6,25,7,17,11,0,3,2,0,0,0,0,0,0,0,0,0,0.3993269649517894,0.3133333333333333,0.6666666666666666,0,8,0,0,7,53.43235764314975,0.19999999999999998,2,0,0,0,2
305,3285295,Senegal,2026,4-2-2-2,direct,Irã,1978,4-2-2-2,wings,True,12127,90.21599999999181,0,3,CONSISTENT,3,19,6,2.530030215806711,169,137,8,14,4,0,21,56,5,26,11,26,10,26,20,0,3,4,0,0,0,0,0,0,0,0,0,0.4033646997851922,0.3,0.6666666666666666,0,9,0,0,0,53.4755821194918,0.13333333333333333,3,0,0,0,0
306,3293214,Inglaterra,1950,4-4-2,counter,Romênia,1994,3-4-2-1,press,True,11563,90.19999999999182,0,1,CONSISTENT,1,9,3,0.8113453665849695,205,179,1,4,0,0,6,30,6,16,11,9,1,14,9,0,2,1,0,0,0,0,0,0,0,0,0,0.356511333333329,0.3133333333333333,0.6666666666666666,0,1,0,0,0,53.43985985879373,0.19999999999999998,0,0,0,0,1
307,3301133,Chile,1950,4-3-1-2,direct,Austrália,1974,4-2-3-1,park,True,12004,90.00799999999192,2,3,CONSISTENT,5,18,7,2.7891489467005655,202,171,5,14,1,0,11,40,13,24,10,13,5,21,18,1,2,3,0,0,0,0,0,0,0,0,0,0.3783345756997325,0.3,0.49999999999999994,0,11,0,0,0,53.44725925834264,0.13333333333333333,5,0,0,0,0
308,3309052,Arábia Saudita,2002,3-1-4-2,direct,Suécia,1974,5-4-1,direct,True,11959,90.19999999999182,2,1,CONSISTENT,3,16,4,2.6299113626150175,189,164,4,15,1,0,13,43,10,22,8,12,2,14,9,0,1,2,1,0,0,0,0,0,0,0,0,0.3512013333333356,0.3,0.6333333333333333,0,10,0,0,0,53.43189599168017,0.13333333333333333,1,1,0,0,1
309,3316971,Brasil,2010,4-2-2-2,wings,Japão,2018,4-3-2-1,press,True,12015,90.15199999999184,1,1,CONSISTENT,2,20,6,2.3929455044594237,198,170,11,11,0,0,15,39,7,17,7,17,6,31,25,0,4,4,0,0,0,0,0,0,0,0,0,0.4142776145108175,0.3,0.6666666666666666,0,3,0,0,0,53.41772750145118,0.13333333333333333,2,0,0,0,0
310,3324890,Arábia Saudita,2002,4-4-2,press,Hungria,1982,5-2-3,tiki,True,11723,90.43999999999168,3,0,CONSISTENT,3,13,4,1.3894238280524065,199,163,5,3,1,0,4,11,6,1,1,12,4,14,12,0,1,3,0,0,0,0,0,0,0,0,0,0.3534845618700622,0.3,0.39999999999999997,0,1,0,0,0,53.42156347755841,0.13333333333333333,3,0,0,0,0
311,3332809,Chile,2010,5-2-3,park,Camarões,2010,4-1-2-1-2,press,True,12075,90.11199999999187,1,3,CONSISTENT,4,20,6,1.7574297670127748,195,172,11,11,2,0,21,43,8,18,3,18,8,27,24,0,2,6,1,0,0,0,0,0,0,0,0,0.39442866666666726,0.3,0.6666666666666666,0,6,0,0,0,53.42292734393545,0.13333333333333333,3,0,0,0,1
312,3340728,Arábia Saudita,2018,5-4-1,park,Uruguai,1966,3-1-4-2,park,True,11945,90.0479999999919,0,2,CONSISTENT,2,17,5,1.7492034852637268,193,162,3,18,2,1,14,66,7,34,20,9,4,14,10,0,3,1,0,0,0,0,0,0,0,0,0,0.376768000000001,0.3,0.6666666666666666,0,12,0,0,0,53.42201270528609,0.13333333333333333,2,0,0,0,0
313,3348647,Argentina,1994,4-2-4,wings,Nigéria,1994,4-1-2-1-2,direct,True,12088,90.24799999999179,2,2,CONSISTENT,4,22,6,2.7594753758542065,200,165,6,14,4,1,12,38,14,12,7,21,10,24,18,0,2,1,0,0,0,0,0,0,0,0,0,0.393720666666666,0.3,0.6666666666666666,0,11,0,0,0,53.46284115271885,0.13333333333333333,4,0,0,0,0
314,3356566,Arábia Saudita,2006,4-4-2,tiki,Brasil,1986,4-2-4,direct,True,11723,90.08799999999188,1,1,CONSISTENT,2,13,5,2.3046716121921667,174,153,9,4,0,0,7,14,5,4,1,14,3,7,5,0,3,1,0,0,0,0,0,0,0,0,0,0.3835333333333354,0.3,0.5666666666666667,0,2,0,0,0,53.42133587250456,0.13333333333333333,1,0,0,0,1
315,3364485,Chile,2014,5-2-3,wings,Alemanha,1990,3-4-3,balanced,True,12043,90.00799999999192,3,1,CONSISTENT,4,25,6,4.019443556047509,171,144,11,10,1,0,17,45,4,21,12,22,11,25,15,0,2,5,1,0,0,0,0,0,0,0,0,0.4402519999999989,0.3,0.6666666666666666,0,2,0,0,0,53.428495583928,0.13333333333333333,2,1,0,0,1
316,3372404,Arábia Saudita,1994,3-4-3,park,Arábia Saudita,1998,3-1-4-2,direct,True,12168,90.2239999999918,3,2,CONSISTENT,5,20,10,3.1405323947000636,188,150,14,10,0,0,12,34,14,16,7,27,7,18,13,0,5,2,0,0,0,0,0,0,0,0,0,0.42625832982158934,0.3,0.6666666666666666,0,7,0,0,0,53.47825521320016,0.13333333333333333,3,0,0,0,2
317,3380323,Brasil,2002,3-5-2,park,Tunísia,1998,5-3-2,press,True,11826,90.08799999999188,2,1,CONSISTENT,3,20,7,1.566640732665608,202,170,3,8,3,0,4,14,14,3,0,6,1,21,13,0,4,0,0,0,0,0,0,0,0,0,0,0.4454527012723134,0.3,0.5666666666666667,0,6,0,0,7,53.426095074213634,0.13333333333333333,2,0,0,0,1
318,3388242,Arábia Saudita,1994,4-3-1-2,tiki,Bélgica,1986,4-5-1,tiki,True,11645,90.32799999999175,0,2,CONSISTENT,2,13,5,2.640271037738665,201,182,3,3,1,0,8,19,0,7,1,13,7,8,6,0,3,1,0,0,0,0,0,0,0,0,0,0.3568601575218831,0.3,0.6666666666666666,0,1,0,0,0,53.44621142946118,0.13333333333333333,2,0,0,0,0
319,3396161,Chile,1998,4-5-1,wings,Inglaterra,1990,5-2-3,press,True,11782,90.06399999999189,1,3,CONSISTENT,4,15,6,2.3627029410589513,196,167,3,3,1,0,7,15,4,6,4,14,4,23,15,0,2,1,0,0,0,0,0,0,0,0,0,0.4032000000000011,0.3,0.6,0,1,0,0,0,53.43633066942654,0.13333333333333333,4,0,0,0,0
320,3404080,Rússia,2018,4-5-1,wings,México,1998,5-2-3,park,True,12087,90.16799999999184,2,1,CONSISTENT,3,20,6,3.0389928186804314,177,151,9,12,1,0,19,53,4,24,11,25,13,12,9,0,3,4,0,0,0,0,0,0,0,0,0,0.35895000000000027,0.30666666666666664,0.3333333333333333,0,12,0,0,0,53.441906724122035,0.16666666666666666,3,0,0,0,0
321,3411999,Escócia,1986,4-3-1-2,tiki,Espanha,2014,4-2-3-1,park,True,11821,90.15999999999184,0,2,CONSISTENT,2,19,6,2.2161506747761752,211,180,4,9,1,0,11,29,5,12,8,11,8,18,14,0,4,4,0,0,0,0,0,0,0,0,0,0.3672886666666737,0.3,0.6666666666666666,0,5,0,0,0,53.41606957694567,0.13333333333333333,2,0,0,0,0
